route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
F-142,1708FA-D2-Sunday-02,5600025,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600026,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600027,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600028,"SAN RANCISCO",1,787455,F0010
F-142,1708FA-D2-Sunday-02,5600029,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600030,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600031,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600032,"SAN RANCISCO",1,787455,F0010
F-142,1708FA-D2-Sunday-02,5600033,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600034,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600035,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600036,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600037,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600038,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600039,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600040,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600041,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600042,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600043,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600044,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600045,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600046,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600047,"SAN RANCISCO",1,787455,F0010
F-142,1708FA-D2-Sunday-02,5600048,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600049,"BERKELEY",0,787452,F0167
F-142,1708FA-D2-Sunday-02,5600050,"BERKELEY",0,787456,F0167
F-142,1708FA-D2-Sunday-02,5600051,"SAN RANCISCO",1,787452,F0010
F-142,1708FA-D2-Sunday-02,5600052,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600053,"BERKELEY",0,787456,F0167
F-142,1708FA-D2-Sunday-02,5600054,"SAN RANCISCO",1,787456,F0010
F-142,1708FA-D2-Sunday-02,5600055,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600056,"SAN RANCISCO",1,787453,F0010
F-142,1708FA-D2-Sunday-02,5600057,"BERKELEY",0,787454,F0167
F-142,1708FA-D2-Sunday-02,5600058,"SAN RANCISCO",1,787454,F0010
F-142,1708FA-D2-Sunday-02,5600059,"BERKELEY",0,787453,F0167
F-142,1708FA-D2-Sunday-02,5600060,"BERKELEY",0,787452,F0167
79-142,1708FA-D2-Sunday-02,5600084,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600085,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600086,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600087,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600088,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600089,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600090,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600091,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600092,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600093,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600094,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600095,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600096,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600097,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600098,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600099,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600100,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600101,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600102,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600103,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600104,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600105,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600106,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600107,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600108,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600109,"EL CERRITO PLAZA BART",0,787462,790004
79-142,1708FA-D2-Sunday-02,5600110,"EL CERRITO PLAZA BART",0,787463,790004
79-142,1708FA-D2-Sunday-02,5600111,"EL CERRITO PLAZA BART",0,787461,790004
79-142,1708FA-D2-Sunday-02,5600112,"EL CERRITO PLAZA BART",0,787464,790004
79-142,1708FA-D2-Sunday-02,5600113,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600114,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600115,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600116,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600117,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600118,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600119,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600120,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600121,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600122,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600123,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600124,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600125,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600126,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600127,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600128,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600129,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600130,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600131,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600132,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600133,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600134,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600135,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600136,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600137,"ROCKRIDGE BART",1,787463,790005
79-142,1708FA-D2-Sunday-02,5600138,"ROCKRIDGE BART",1,787461,790005
79-142,1708FA-D2-Sunday-02,5600139,"ROCKRIDGE BART",1,787464,790005
79-142,1708FA-D2-Sunday-02,5600140,"ROCKRIDGE BART",1,787462,790005
79-142,1708FA-D2-Sunday-02,5600141,"ROCKRIDGE BART",1,787463,790005
81-142,1708FA-D2-Sunday-02,5621861,"BERKELEY MARINA",0,791813,810006
81-142,1708FA-D2-Sunday-02,5621862,"BERKELEY MARINA",0,791811,810006
81-142,1708FA-D2-Sunday-02,5621863,"CLAREMONT DISTRICT",1,791808,810005
81-142,1708FA-D2-Sunday-02,5621864,"BERKELEY MARINA",0,791808,810006
81-142,1708FA-D2-Sunday-02,5621865,"BERKELEY MARINA",0,791810,810006
81-142,1708FA-D2-Sunday-02,5621866,"CLAREMONT DISTRICT",1,791813,810005
81-142,1708FA-D2-Sunday-02,5621867,"BERKELEY MARINA",0,791813,810006
81-142,1708FA-D2-Sunday-02,5621868,"BERKELEY MARINA",0,791811,810006
81-142,1708FA-D2-Sunday-02,5621869,"CLAREMONT DISTRICT",1,791808,810005
81-142,1708FA-D2-Sunday-02,5621870,"BERKELEY MARINA",0,791808,810006
81-142,1708FA-D2-Sunday-02,5621871,"BERKELEY MARINA",0,791810,810006
81-142,1708FA-D2-Sunday-02,5621872,"CLAREMONT DISTRICT",1,791813,810005
81-142,1708FA-D2-Sunday-02,5621873,"BERKELEY MARINA",0,791813,810006
81-142,1708FA-D2-Sunday-02,5621874,"BERKELEY MARINA",0,791811,810006
81-142,1708FA-D2-Sunday-02,5621875,"CLAREMONT DISTRICT",1,791808,810005
81-142,1708FA-D2-Sunday-02,5621876,"BERKELEY MARINA",0,791808,810006
81-142,1708FA-D2-Sunday-02,5621877,"BERKELEY MARINA",0,791810,810006
81-142,1708FA-D2-Sunday-02,5621878,"BERKELEY MARINA",0,791813,810006
81-142,1708FA-D2-Sunday-02,5621879,"BERKELEY MARINA",0,791811,810006
81-142,1708FA-D2-Sunday-02,5621880,"CLAREMONT DISTRICT",1,791808,810005
81-142,1708FA-D2-Sunday-02,5621881,"CLAREMONT DISTRICT",1,791810,810005
81-142,1708FA-D2-Sunday-02,5621882,"CLAREMONT DISTRICT",1,791809,810005
81-142,1708FA-D2-Sunday-02,5621883,"BERKELEY MARINA",0,791809,810006
81-142,1708FA-D2-Sunday-02,5621884,"CLAREMONT DISTRICT",1,791811,810005
81-142,1708FA-D2-Sunday-02,5621885,"CLAREMONT DISTRICT",1,791812,810005
81-142,1708FA-D2-Sunday-02,5621886,"BERKELEY MARINA",0,791812,810006
81-142,1708FA-D2-Sunday-02,5621887,"CLAREMONT DISTRICT",1,791810,810005
81-142,1708FA-D2-Sunday-02,5621888,"CLAREMONT DISTRICT",1,791809,810005
81-142,1708FA-D2-Sunday-02,5621889,"BERKELEY MARINA",0,791809,810006
81-142,1708FA-D2-Sunday-02,5621890,"CLAREMONT DISTRICT",1,791811,810005
81-142,1708FA-D2-Sunday-02,5621891,"BERKELEY MARINA",0,791812,810006
81-142,1708FA-D2-Sunday-02,5621892,"CLAREMONT DISTRICT",1,791809,810005
81-142,1708FA-D2-Sunday-02,5621893,"BERKELEY MARINA",0,791809,810006
81-142,1708FA-D2-Sunday-02,5621894,"CLAREMONT DISTRICT",1,791811,810005
81-142,1708FA-D2-Sunday-02,5621895,"CLAREMONT DISTRICT",1,791812,810005
81-142,1708FA-D2-Sunday-02,5621896,"BERKELEY MARINA",0,791812,810006
81-142,1708FA-D2-Sunday-02,5621897,"CLAREMONT DISTRICT",1,791810,810005
81-142,1708FA-D2-Sunday-02,5621898,"CLAREMONT DISTRICT",1,791809,810005
81-142,1708FA-D2-Sunday-02,5621899,"BERKELEY MARINA",0,791809,810006
81-142,1708FA-D2-Sunday-02,5621900,"CLAREMONT DISTRICT",1,791811,810005
81-142,1708FA-D2-Sunday-02,5621901,"CLAREMONT DISTRICT",1,791812,810005
81-142,1708FA-D2-Sunday-02,5621902,"CLAREMONT DISTRICT",1,791813,810005
81-142,1708FA-D2-Sunday-02,5621903,"CLAREMONT DISTRICT",1,791813,810005
81-142,1708FA-D2-Sunday-02,5621904,"BERKELEY MARINA",0,791812,810006
81-142,1708FA-D2-Sunday-02,5621905,"BERKELEY MARINA",0,791810,810006
81-142,1708FA-D2-Sunday-02,5621906,"CLAREMONT DISTRICT",1,791812,810005
81-142,1708FA-D2-Sunday-02,5621907,"CLAREMONT DISTRICT",1,791810,810005
81-142,1708FA-D2-Sunday-02,5621908,"BERKELEY MARINA",0,791808,810006
81-142,1708FA-D2-Sunday-02,5621909,"BERKELEY MARINA",0,791811,810006
81-142,1708FA-D2-Sunday-02,5621910,"CLAREMONT DISTRICT",1,791808,810005
81-142,1708FA-D2-Sunday-02,5621911,"BERKELEY MARINA",0,791809,810006
81-142,1708FA-D2-Sunday-02,5621912,"BERKELEY MARINA",0,791808,810006
81-142,1708FA-D2-Sunday-02,5621913,"CLAREMONT DISTRICT",1,791811,810005
80-142,1708FA-D2-Sunday-02,5621914,"CLAREMONT DISTRICT",1,791810,800005
80-142,1708FA-D2-Sunday-02,5621915,"EL CERRITO PLAZA BART",0,791811,800006
80-142,1708FA-D2-Sunday-02,5621916,"EL CERRITO PLAZA BART",0,791809,800006
80-142,1708FA-D2-Sunday-02,5621917,"CLAREMONT DISTRICT",1,791808,800005
80-142,1708FA-D2-Sunday-02,5621918,"EL CERRITO PLAZA BART",0,791813,800006
80-142,1708FA-D2-Sunday-02,5621919,"EL CERRITO PLAZA BART",0,791810,800006
80-142,1708FA-D2-Sunday-02,5621920,"CLAREMONT DISTRICT",1,791809,800005
80-142,1708FA-D2-Sunday-02,5621921,"EL CERRITO PLAZA BART",0,791812,800006
80-142,1708FA-D2-Sunday-02,5621922,"EL CERRITO PLAZA BART",0,791808,800006
80-142,1708FA-D2-Sunday-02,5621923,"CLAREMONT DISTRICT",1,791810,800005
80-142,1708FA-D2-Sunday-02,5621924,"EL CERRITO PLAZA BART",0,791811,800006
80-142,1708FA-D2-Sunday-02,5621925,"EL CERRITO PLAZA BART",0,791813,800006
80-142,1708FA-D2-Sunday-02,5621926,"CLAREMONT DISTRICT",1,791811,800005
80-142,1708FA-D2-Sunday-02,5621927,"CLAREMONT DISTRICT",1,791813,800005
80-142,1708FA-D2-Sunday-02,5621928,"EL CERRITO PLAZA BART",0,791812,800006
80-142,1708FA-D2-Sunday-02,5621929,"CLAREMONT DISTRICT",1,791813,800005
80-142,1708FA-D2-Sunday-02,5621930,"CLAREMONT DISTRICT",1,791808,800005
80-142,1708FA-D2-Sunday-02,5621931,"CLAREMONT DISTRICT",1,791812,800005
80-142,1708FA-D2-Sunday-02,5621932,"CLAREMONT DISTRICT",1,791811,800005
80-142,1708FA-D2-Sunday-02,5621933,"EL CERRITO PLAZA BART",0,791809,800006
80-142,1708FA-D2-Sunday-02,5621934,"CLAREMONT DISTRICT",1,791813,800005
80-142,1708FA-D2-Sunday-02,5621935,"EL CERRITO PLAZA BART",0,791810,800006
80-142,1708FA-D2-Sunday-02,5621936,"CLAREMONT DISTRICT",1,791809,800005
80-142,1708FA-D2-Sunday-02,5621937,"EL CERRITO PLAZA BART",0,791810,800006
80-142,1708FA-D2-Sunday-02,5621938,"CLAREMONT DISTRICT",1,791813,800005
80-142,1708FA-D2-Sunday-02,5621939,"CLAREMONT DISTRICT",1,791810,800005
80-142,1708FA-D2-Sunday-02,5621940,"EL CERRITO PLAZA BART",0,791808,800006
80-142,1708FA-D2-Sunday-02,5621941,"CLAREMONT DISTRICT",1,791812,800005
80-142,1708FA-D2-Sunday-02,5621942,"CLAREMONT DISTRICT",1,791808,800005
80-142,1708FA-D2-Sunday-02,5621943,"EL CERRITO PLAZA BART",0,791809,800006
80-142,1708FA-D2-Sunday-02,5621944,"CLAREMONT DISTRICT",1,791811,800005
80-142,1708FA-D2-Sunday-02,5621945,"CLAREMONT DISTRICT",1,791809,800005
80-142,1708FA-D2-Sunday-02,5621946,"EL CERRITO PLAZA BART",0,791810,800006
80-142,1708FA-D2-Sunday-02,5621947,"CLAREMONT DISTRICT",1,791813,800005
80-142,1708FA-D2-Sunday-02,5621948,"CLAREMONT DISTRICT",1,791812,800005
80-142,1708FA-D2-Sunday-02,5621949,"EL CERRITO PLAZA BART",0,791811,800006
80-142,1708FA-D2-Sunday-02,5621950,"EL CERRITO PLAZA BART",0,791810,800006
80-142,1708FA-D2-Sunday-02,5621951,"EL CERRITO PLAZA BART",0,791813,800006
80-142,1708FA-D2-Sunday-02,5621952,"EL CERRITO PLAZA BART",0,791813,800006
80-142,1708FA-D2-Sunday-02,5621953,"EL CERRITO PLAZA BART",0,791808,800006
80-142,1708FA-D2-Sunday-02,5621954,"EL CERRITO PLAZA BART",0,791812,800006
80-142,1708FA-D2-Sunday-02,5621955,"CLAREMONT DISTRICT",1,791809,800005
80-142,1708FA-D2-Sunday-02,5621956,"EL CERRITO PLAZA BART",0,791811,800006
80-142,1708FA-D2-Sunday-02,5621957,"CLAREMONT DISTRICT",1,791810,800005
80-142,1708FA-D2-Sunday-02,5621958,"EL CERRITO PLAZA BART",0,791813,800006
80-142,1708FA-D2-Sunday-02,5621959,"CLAREMONT DISTRICT",1,791811,800005
80-142,1708FA-D2-Sunday-02,5621960,"EL CERRITO PLAZA BART",0,791812,800006
80-142,1708FA-D2-Sunday-02,5621961,"EL CERRITO PLAZA BART",0,791808,800006
80-142,1708FA-D2-Sunday-02,5621962,"CLAREMONT DISTRICT",1,791808,800005
80-142,1708FA-D2-Sunday-02,5621963,"EL CERRITO PLAZA BART",0,791809,800006
80-142,1708FA-D2-Sunday-02,5621964,"CLAREMONT DISTRICT",1,791809,800005
80-142,1708FA-D2-Sunday-02,5621965,"EL CERRITO PLAZA BART",0,791812,800006
80-142,1708FA-D2-Sunday-02,5621966,"CLAREMONT DISTRICT",1,791812,800005
51B-142,1708FA-D2-Sunday-02,5622679,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622681,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622685,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622686,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622687,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622688,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622689,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622690,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622691,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622692,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622693,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622694,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622695,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622696,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622697,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622698,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622699,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622700,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622701,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622702,"BERKELEY AMTRAK",0,792420,51B0087
51B-142,1708FA-D2-Sunday-02,5622703,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622704,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622705,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622706,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622707,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622708,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622709,"BERKELEY AMTRAK",0,792420,51B0087
51B-142,1708FA-D2-Sunday-02,5622710,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622711,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622712,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622713,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622714,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622715,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622716,"BERKELEY AMTRAK",0,792420,51B0087
51B-142,1708FA-D2-Sunday-02,5622717,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622718,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622719,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622720,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622721,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622722,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622723,"BERKELEY AMTRAK",0,792420,51B0087
51B-142,1708FA-D2-Sunday-02,5622724,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622725,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622726,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622727,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622728,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622729,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622730,"BERKELEY AMTRAK",0,792420,51B0087
51B-142,1708FA-D2-Sunday-02,5622731,"BERKELEY AMTRAK",0,792416,51B0087
51B-142,1708FA-D2-Sunday-02,5622732,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622733,"BERKELEY AMTRAK",0,792421,51B0087
51B-142,1708FA-D2-Sunday-02,5622734,"BERKELEY AMTRAK",0,792415,51B0087
51B-142,1708FA-D2-Sunday-02,5622735,"BERKELEY AMTRAK",0,792417,51B0087
51B-142,1708FA-D2-Sunday-02,5622736,"BERKELEY AMTRAK",0,792418,51B0087
51B-142,1708FA-D2-Sunday-02,5622737,"BERKELEY AMTRAK",0,792419,51B0087
51B-142,1708FA-D2-Sunday-02,5622738,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622739,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622740,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622741,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622742,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622743,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622744,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622745,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622746,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622747,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622748,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622749,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622750,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622751,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622752,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622753,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622754,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622755,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622756,"ROCKRIDGE BART",1,792420,51B0089
51B-142,1708FA-D2-Sunday-02,5622757,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622758,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622759,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622760,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622761,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622762,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622763,"ROCKRIDGE BART",1,792420,51B0089
51B-142,1708FA-D2-Sunday-02,5622764,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622765,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622766,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622767,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622768,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622769,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622770,"ROCKRIDGE BART",1,792420,51B0089
51B-142,1708FA-D2-Sunday-02,5622771,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622772,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622773,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622774,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622775,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622776,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622777,"ROCKRIDGE BART",1,792420,51B0089
51B-142,1708FA-D2-Sunday-02,5622778,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622779,"ROCKRIDGE BART",1,792418,51B0089
51B-142,1708FA-D2-Sunday-02,5622780,"ROCKRIDGE BART",1,792421,51B0089
51B-142,1708FA-D2-Sunday-02,5622781,"ROCKRIDGE BART",1,792419,51B0089
51B-142,1708FA-D2-Sunday-02,5622782,"ROCKRIDGE BART",1,792415,51B0089
51B-142,1708FA-D2-Sunday-02,5622783,"ROCKRIDGE BART",1,792417,51B0089
51B-142,1708FA-D2-Sunday-02,5622784,"ROCKRIDGE BART",1,792420,51B0089
51B-142,1708FA-D2-Sunday-02,5622785,"ROCKRIDGE BART",1,792416,51B0089
51B-142,1708FA-D2-Sunday-02,5622786,"ROCKRIDGE BART",1,792418,51B0089
